Question,Answer,Notes
In what year was the paper 'Multimodal Fusion Interactions: A Study of Human and Automatic Quantification' published?,2023,"##Author: Louis-Philippe Morency, ##Title: Multimodal Fusion Interactions: A Study of Human and Automatic Quantification"
How many references are in the paper 'Multimodal Fusion Interactions: A Study of Human and Automatic Quantification'?,79,"##Author: Louis-Philippe Morency, ##Title: Multimodal Fusion Interactions: A Study of Human and Automatic Quantification"
How many citations does the paper 'Multimodal Fusion Interactions: A Study of Human and Automatic Quantification' have?,0,"##Author: Louis-Philippe Morency, ##Title: Multimodal Fusion Interactions: A Study of Human and Automatic Quantification"
What is the citation count of 'Multimodal Fusion Interactions: A Study of Human and Automatic Quantification' have?,0,"##Author: Louis-Philippe Morency, ##Title: Multimodal Fusion Interactions: A Study of Human and Automatic Quantification"
How many influential citations does the paper 'Multimodal Fusion Interactions: A Study of Human and Automatic Quantification' have?,0,"##Author: Louis-Philippe Morency, ##Title: Multimodal Fusion Interactions: A Study of Human and Automatic Quantification"
Is the paper 'Multimodal Fusion Interactions: A Study of Human and Automatic Quantification' open access?,Yes,"##Author: Louis-Philippe Morency, ##Title: Multimodal Fusion Interactions: A Study of Human and Automatic Quantification"
What is the open access PDF URL of the paper titled 'Multimodal Fusion Interactions: A Study of Human and Automatic Quantification'?,https://dl.acm.org/doi/pdf/10.1145/3577190.3614151,"##Author: Louis-Philippe Morency, ##Title: Multimodal Fusion Interactions: A Study of Human and Automatic Quantification"
What are the fields of study for the paper titled 'Multimodal Fusion Interactions: A Study of Human and Automatic Quantification'?,Computer Science,"##Author: Louis-Philippe Morency, ##Title: Multimodal Fusion Interactions: A Study of Human and Automatic Quantification"
What is the journal name for the paper titled 'Multimodal Fusion Interactions: A Study of Human and Automatic Quantification'?,Proceedings of the 25th International Conference on Multimodal Interaction,"##Author: Louis-Philippe Morency, ##Title: Multimodal Fusion Interactions: A Study of Human and Automatic Quantification"
Who are the authors of the paper 'Multimodal Fusion Interactions: A Study of Human and Automatic Quantification'?,"P. Liang, Yun Cheng, R. Salakhutdinov, Louis-Philippe Morency","##Author: Louis-Philippe Morency, ##Title: Multimodal Fusion Interactions: A Study of Human and Automatic Quantification"
What is the TLDR summary of the paper 'Multimodal Fusion Interactions: A Study of Human and Automatic Quantification'?,"A comparative study of how humans annotate two categorizations of multimodal interactions is performed and a method to automatically convert annotations of partial and counterfactual labels to information decomposition is proposed, yielding an accurate and efficient method for quantifying multimodals interactions.","##Author: Louis-Philippe Morency, ##Title: Multimodal Fusion Interactions: A Study of Human and Automatic Quantification"
